importId;product_code;name;qty;priority;defineSubBillOfMaterial;unit_name;prodProcess_code;costPrice;company_code;hasNoManageStock;workshopStockLocation_name;billOfMaterials
9904073;6191500;ZETA 1 619 15 mm DORADO PRE;4;10;false;Unidad;;0;BASE;false;;
9904074;6141500-1;TENSOR 1 614 15 MM NIQUEL FRE;2;10;false;Unidad;;0;BASE;false;;
9904075;3189MIC-2;ELASTICO TIRA MIC 9 MM 02-0281 BEIGE;0.3;10;false;metro;;0;BASE;false;;
9904076;526/16.00701-1;ELASTICO 526/16 NEGRO (TIRA BRASIER - 15 MM);1.36;10;false;metro;;0;BASE;false;;
9904077;51C2120-05AVA;NYLTEX 120T24 CONE TXN NEGRO (HILAZA);1.5;10;false;metro;;0;BASE;false;;
9904078;3157080-C9700;EPIC HL80T40 CONE PPC NEGRO (HILO);3805;10;false;metro;;0;BASE;false;;
9904079;353;HILAZA NYLON NEGRO (HILAZA CONO CARTON);1.5;10;false;metro;;0;BASE;false;;
9904080;LAMINA POWERNET 20X56 LATEX;LAMINA POWERNET 20X56 LATEX;1;10;false;Unidad;;0;BASE;false;;
9904081;101465-1;VENTA DE BOLSA PLANA CON GANCHO POWERNET (SI LA FAJA NO LLEVA VARILLAS);1;10;false;Unidad;;0;BASE;false;;
9904082;MARQUILLA;MARQUILLA;1;10;false;Unidad;;0;BASE;false;;
9904083;MARQUILLA IMPORTADOR;MARQUILLA IMPORTADOR;1;10;false;Unidad;;0;BASE;false;;
9904084;1012-4;MONICA M NEGRO;1;10;true;unidad;PP-1012-4;0;BASE;false;Main Workshop;9904070|9904071|9904072|9904073|9904074|9904075|9904076|9904077|9904078|9904079|9904080|9904081|9904082|9904083
9904085;4A1000020000000U985001;TELA DE PUNTO FRANCINE CO NEGRO;0.38;10;false;metro;;0;BASE;false;;
9904086;10525037-1;ELASTICO BASE SILICONA 2L COLOR NEGRO 99-0000 (RESORTE 5 CM );0.84;10;false;metro;;0;BASE;false;;
9904087;GAFETE 3/4 3 X 2;GAFETE 3/4 3 X 2;1;10;false;Unidad;;0;BASE;false;;
9904088;6191500;ZETA 1 619 15 mm DORADO PRE;4;10;false;Unidad;;0;BASE;false;;
9904089;6141500-1;TENSOR 1 614 15 MM NIQUEL FRE;2;10;false;Unidad;;0;BASE;false;;
9904090;3189MIC-2;ELASTICO TIRA MIC 9 MM 02-0281 BEIGE;0.31;10;false;metro;;0;BASE;false;;
9904091;526/16.00701-1;ELASTICO 526/16 NEGRO (TIRA BRASIER - 15 MM);1.36;10;false;metro;;0;BASE;false;;
9904092;51C2120-05AVA;NYLTEX 120T24 CONE TXN NEGRO (HILAZA);1.5;10;false;metro;;0;BASE;false;;
9904093;3157080-C9700;EPIC HL80T40 CONE PPC NEGRO (HILO);3805;10;false;metro;;0;BASE;false;;
9904094;353;HILAZA NYLON NEGRO (HILAZA CONO CARTON);1.5;10;false;metro;;0;BASE;false;;
9904095;LAMINA POWERNET 20X56 LATEX;LAMINA POWERNET 20X56 LATEX;1;10;false;Unidad;;0;BASE;false;;
9904096;101465-1;VENTA DE BOLSA PLANA CON GANCHO POWERNET (SI LA FAJA NO LLEVA VARILLAS);1;10;false;Unidad;;0;BASE;false;;
9904097;MARQUILLA;MARQUILLA;1;10;false;Unidad;;0;BASE;false;;
9904098;MARQUILLA IMPORTADOR;MARQUILLA IMPORTADOR;1;10;false;Unidad;;0;BASE;false;;
9904099;1012-5;MONICA L NEGRO;1;10;true;unidad;PP-1012-5;0;BASE;false;Main Workshop;9904085|9904086|9904087|9904088|9904089|9904090|9904091|9904092|9904093|9904094|9904095|9904096|9904097|9904098
9904100;4A1000020000000U985001;TELA DE PUNTO FRANCINE CO NEGRO;0.4;10;false;metro;;0;BASE;false;;
9904101;10525037-1;ELASTICO BASE SILICONA 2L COLOR NEGRO 99-0000 (RESORTE 5 CM );0.88;10;false;metro;;0;BASE;false;;
9904102;GAFETE 3/4 3 X 2;GAFETE 3/4 3 X 2;1;10;false;Unidad;;0;BASE;false;;
9904103;6191500;ZETA 1 619 15 mm DORADO PRE;4;10;false;Unidad;;0;BASE;false;;
9904104;6141500-1;TENSOR 1 614 15 MM NIQUEL FRE;2;10;false;Unidad;;0;BASE;false;;
9904105;3189MIC-2;ELASTICO TIRA MIC 9 MM 02-0281 BEIGE;0.31;10;false;metro;;0;BASE;false;;
9904106;526/16.00701-1;ELASTICO 526/16 NEGRO (TIRA BRASIER - 15 MM);1.36;10;false;metro;;0;BASE;false;;
9904107;51C2120-05AVA;NYLTEX 120T24 CONE TXN NEGRO (HILAZA);1.5;10;false;metro;;0;BASE;false;;
9904108;3157080-C9700;EPIC HL80T40 CONE PPC NEGRO (HILO);3805;10;false;metro;;0;BASE;false;;
9904109;353;HILAZA NYLON NEGRO (HILAZA CONO CARTON);1.5;10;false;metro;;0;BASE;false;;
9904110;LAMINA POWERNET 20X56 LATEX;LAMINA POWERNET 20X56 LATEX;1;10;false;Unidad;;0;BASE;false;;
9904111;101465-1;VENTA DE BOLSA PLANA CON GANCHO POWERNET (SI LA FAJA NO LLEVA VARILLAS);1;10;false;Unidad;;0;BASE;false;;
9904112;MARQUILLA;MARQUILLA;1;10;false;Unidad;;0;BASE;false;;
9904113;MARQUILLA IMPORTADOR;MARQUILLA IMPORTADOR;1;10;false;Unidad;;0;BASE;false;;
9904114;1012-6;MONICA XL NEGRO;1;10;true;unidad;PP-1012-6;0;BASE;false;Main Workshop;9904100|9904101|9904102|9904103|9904104|9904105|9904106|9904107|9904108|9904109|9904110|9904111|9904112|9904113
9904115;4A1000020000000U985001;TELA DE PUNTO FRANCINE CO NEGRO;0.42;10;false;metro;;0;BASE;false;;
9904116;10525037-1;ELASTICO BASE SILICONA 2L COLOR NEGRO 99-0000 (RESORTE 5 CM );0.92;10;false;metro;;0;BASE;false;;
9904117;GAFETE 3/4 3 X 2;GAFETE 3/4 3 X 2;1;10;false;Unidad;;0;BASE;false;;
9904118;6191500;ZETA 1 619 15 mm DORADO PRE;4;10;false;Unidad;;0;BASE;false;;
9904119;6141500-1;TENSOR 1 614 15 MM NIQUEL FRE;2;10;false;Unidad;;0;BASE;false;;
9904120;3189MIC-2;ELASTICO TIRA MIC 9 MM 02-0281 BEIGE;0.32;10;false;metro;;0;BASE;false;;
9904121;526/16.00701-1;ELASTICO 526/16 NEGRO (TIRA BRASIER - 15 MM);1.36;10;false;metro;;0;BASE;false;;
9904122;51C2120-05AVA;NYLTEX 120T24 CONE TXN NEGRO (HILAZA);1.5;10;false;metro;;0;BASE;false;;
9904123;3157080-C9700;EPIC HL80T40 CONE PPC NEGRO (HILO);3805;10;false;metro;;0;BASE;false;;
9904124;353;HILAZA NYLON NEGRO (HILAZA CONO CARTON);1.5;10;false;metro;;0;BASE;false;;
9904125;LAMINA POWERNET 20X56 LATEX;LAMINA POWERNET 20X56 LATEX;1;10;false;Unidad;;0;BASE;false;;
9904126;101465-1;VENTA DE BOLSA PLANA CON GANCHO POWERNET (SI LA FAJA NO LLEVA VARILLAS);1;10;false;Unidad;;0;BASE;false;;
9904127;MARQUILLA;MARQUILLA;1;10;false;Unidad;;0;BASE;false;;
9904128;MARQUILLA IMPORTADOR;MARQUILLA IMPORTADOR;1;10;false;Unidad;;0;BASE;false;;
9904129;1012-7;MONICA 2XL NEGRO;1;10;true;unidad;PP-1012-7;0;BASE;false;Main Workshop;9904115|9904116|9904117|9904118|9904119|9904120|9904121|9904122|9904123|9904124|9904125|9904126|9904127|9904128
9904130;4A1000020000000U985001;TELA DE PUNTO FRANCINE CO NEGRO;0.46;10;false;metro;;0;BASE;false;;
9904131;10525037-1;ELASTICO BASE SILICONA 2L COLOR NEGRO 99-0000 (RESORTE 5 CM );0.96;10;false;metro;;0;BASE;false;;
9904132;GAFETE 3/4 3 X 2;GAFETE 3/4 3 X 2;1;10;false;Unidad;;0;BASE;false;;
9904133;6191500;ZETA 1 619 15 mm DORADO PRE;4;10;false;Unidad;;0;BASE;false;;
9904134;6141500-1;TENSOR 1 614 15 MM NIQUEL FRE;2;10;false;Unidad;;0;BASE;false;;
9904135;3189MIC-2;ELASTICO TIRA MIC 9 MM 02-0281 BEIGE;0.32;10;false;metro;;0;BASE;false;;
9904136;526/16.00701-1;ELASTICO 526/16 NEGRO (TIRA BRASIER - 15 MM);1.36;10;false;metro;;0;BASE;false;;
9904137;51C2120-05AVA;NYLTEX 120T24 CONE TXN NEGRO (HILAZA);1.5;10;false;metro;;0;BASE;false;;
9904138;3157080-C9700;EPIC HL80T40 CONE PPC NEGRO (HILO);3805;10;false;metro;;0;BASE;false;;
9904139;353;HILAZA NYLON NEGRO (HILAZA CONO CARTON);1.5;10;false;metro;;0;BASE;false;;
9904140;LAMINA POWERNET 20X56 LATEX;LAMINA POWERNET 20X56 LATEX;1;10;false;Unidad;;0;BASE;false;;
9904141;101465-1;VENTA DE BOLSA PLANA CON GANCHO POWERNET (SI LA FAJA NO LLEVA VARILLAS);1;10;false;Unidad;;0;BASE;false;;
9904142;MARQUILLA;MARQUILLA;1;10;false;Unidad;;0;BASE;false;;
9904143;MARQUILLA IMPORTADOR;MARQUILLA IMPORTADOR;1;10;false;Unidad;;0;BASE;false;;
9904144;1012-8;MONICA 3XL NEGRO;1;10;true;unidad;PP-1012-8;0;BASE;false;Main Workshop;9904130|9904131|9904132|9904133|9904134|9904135|9904136|9904137|9904138|9904139|9904140|9904141|9904142|9904143
9904145;4A1000020000000U985001;TELA DE PUNTO FRANCINE CO NEGRO;0.48;10;false;metro;;0;BASE;false;;
9904146;10525037-1;ELASTICO BASE SILICONA 2L COLOR NEGRO 99-0000 (RESORTE 5 CM );1;10;false;metro;;0;BASE;false;;
9904147;GAFETE 3/4 3 X 2;GAFETE 3/4 3 X 2;1;10;false;Unidad;;0;BASE;false;;
9904148;6191500;ZETA 1 619 15 mm DORADO PRE;4;10;false;Unidad;;0;BASE;false;;
9904149;6141500-1;TENSOR 1 614 15 MM NIQUEL FRE;2;10;false;Unidad;;0;BASE;false;;
9904150;3189MIC-2;ELASTICO TIRA MIC 9 MM 02-0281 BEIGE;0.34;10;false;metro;;0;BASE;false;;
9904151;526/16.00701-1;ELASTICO 526/16 NEGRO (TIRA BRASIER - 15 MM);1.36;10;false;metro;;0;BASE;false;;
9904152;51C2120-05AVA;NYLTEX 120T24 CONE TXN NEGRO (HILAZA);1.5;10;false;metro;;0;BASE;false;;
9904153;3157080-C9700;EPIC HL80T40 CONE PPC NEGRO (HILO);3805;10;false;metro;;0;BASE;false;;
9904154;353;HILAZA NYLON NEGRO (HILAZA CONO CARTON);1.5;10;false;metro;;0;BASE;false;;
9904155;LAMINA POWERNET 20X56 LATEX;LAMINA POWERNET 20X56 LATEX;1;10;false;Unidad;;0;BASE;false;;
9904156;101465-1;VENTA DE BOLSA PLANA CON GANCHO POWERNET (SI LA FAJA NO LLEVA VARILLAS);1;10;false;Unidad;;0;BASE;false;;
9904157;MARQUILLA;MARQUILLA;1;10;false;Unidad;;0;BASE;false;;
9904158;MARQUILLA IMPORTADOR;MARQUILLA IMPORTADOR;1;10;false;Unidad;;0;BASE;false;;
9904159;1012-9;MONICA 4XL NEGRO;1;10;true;unidad;PP-1012-9;0;BASE;false;Main Workshop;9904145|9904146|9904147|9904148|9904149|9904150|9904151|9904152|9904153|9904154|9904155|9904156|9904157|9904158
9904160;4A1000020000000U985001;TELA DE PUNTO FRANCINE CO NEGRO;0.5;10;false;metro;;0;BASE;false;;
9904161;10525037-1;ELASTICO BASE SILICONA 2L COLOR NEGRO 99-0000 (RESORTE 5 CM );1.04;10;false;metro;;0;BASE;false;;
9904162;GAFETE 3/4 3 X 2;GAFETE 3/4 3 X 2;1;10;false;Unidad;;0;BASE;false;;
9904163;6191500;ZETA 1 619 15 mm DORADO PRE;4;10;false;Unidad;;0;BASE;false;;
9904164;6141500-1;TENSOR 1 614 15 MM NIQUEL FRE;2;10;false;Unidad;;0;BASE;false;;
9904165;3189MIC-2;ELASTICO TIRA MIC 9 MM 02-0281 BEIGE;0.34;10;false;metro;;0;BASE;false;;
9904166;526/16.00701-1;ELASTICO 526/16 NEGRO (TIRA BRASIER - 15 MM);1.36;10;false;metro;;0;BASE;false;;
9904167;51C2120-05AVA;NYLTEX 120T24 CONE TXN NEGRO (HILAZA);1.5;10;false;metro;;0;BASE;false;;
9904168;3157080-C9700;EPIC HL80T40 CONE PPC NEGRO (HILO);3805;10;false;metro;;0;BASE;false;;
9904169;353;HILAZA NYLON NEGRO (HILAZA CONO CARTON);1.5;10;false;metro;;0;BASE;false;;
9904170;LAMINA POWERNET 20X56 LATEX;LAMINA POWERNET 20X56 LATEX;1;10;false;Unidad;;0;BASE;false;;
9904171;101465-1;VENTA DE BOLSA PLANA CON GANCHO POWERNET (SI LA FAJA NO LLEVA VARILLAS);1;10;false;Unidad;;0;BASE;false;;
9904172;MARQUILLA;MARQUILLA;1;10;false;Unidad;;0;BASE;false;;
9904173;MARQUILLA IMPORTADOR;MARQUILLA IMPORTADOR;1;10;false;Unidad;;0;BASE;false;;
9904174;1012-10;MONICA 5XL NEGRO;1;10;true;unidad;PP-1012-10;0;BASE;false;Main Workshop;9904160|9904161|9904162|9904163|9904164|9904165|9904166|9904167|9904168|9904169|9904170|9904171|9904172|9904173
9904175;4A1000020000000U425537;TELA DE PUNTO FRANCINE CO HABANO;0.3;10;false;metro;;0;BASE;false;;
9904176;10525037-1;ELASTICO BASE SILICONA 2L COLOR NEGRO 99-0000 (RESORTE 5 CM );0.74;10;false;metro;;0;BASE;false;;
9904177;GAFETE 3/4 3 X 2;GAFETE 3/4 3 X 2;1;10;false;Unidad;;0;BASE;false;;
9904178;6191500-1;ZETA 1 619 15 mm NIQUEL FRE;4;10;false;Unidad;;0;BASE;false;;
9904179;6141500-1;TENSOR 1 614 15 MM NIQUEL FRE;2;10;false;Unidad;;0;BASE;false;;
9904180;526/16.08270-1;ELASTICO 526/16 BEIGE (TIRA BRASIER - 15 MM);1.36;10;false;metro;;0;BASE;false;;
9904181;51C2120-946VA;NYLTEX 120T24 CONE TXN BEIGE (HILAZA);1.5;10;false;metro;;0;BASE;false;;
9904182;3157080-946VA;EPIC HL80T40 CONE PPC BEIGE (HILO);3805;10;false;metro;;0;BASE;false;;
9904183;353;HILAZA NYLON NEGRO (HILAZA CONO CARTON);1.5;10;false;metro;;0;BASE;false;;
9904184;LAMINA POWERNET 20X56 LATEX;LAMINA POWERNET 20X56 LATEX;1;10;false;Unidad;;0;BASE;false;;
9904185;MARQUILLA;MARQUILLA;1;10;false;Unidad;;0;BASE;false;;
9904186;MARQUILLA IMPORTADOR;MARQUILLA IMPORTADOR;1;10;false;Unidad;;0;BASE;false;;
9904187;1012-11;MONICA 2XS BEIGE;1;10;true;unidad;PP-1012-11;0;BASE;false;Main Workshop;9904175|9904176|9904177|9904178|9904179|9904180|9904181|9904182|9904183|9904184|9904185|9904186
9904188;4A1000020000000U425537;TELA DE PUNTO FRANCINE CO HABANO;0.32;10;false;metro;;0;BASE;false;;
9904189;10525037-1;ELASTICO BASE SILICONA 2L COLOR NEGRO 99-0000 (RESORTE 5 CM );0.76;10;false;metro;;0;BASE;false;;
9904190;GAFETE 3/4 3 X 2;GAFETE 3/4 3 X 2;1;10;false;Unidad;;0;BASE;false;;
9904191;6191500-1;ZETA 1 619 15 mm NIQUEL FRE;4;10;false;Unidad;;0;BASE;false;;
9904192;6141500-1;TENSOR 1 614 15 MM NIQUEL FRE;2;10;false;Unidad;;0;BASE;false;;
9904193;526/16.08270-1;ELASTICO 526/16 BEIGE (TIRA BRASIER - 15 MM);1.36;10;false;metro;;0;BASE;false;;
9904194;51C2120-946VA;NYLTEX 120T24 CONE TXN BEIGE (HILAZA);1.5;10;false;metro;;0;BASE;false;;
9904195;3157080-946VA;EPIC HL80T40 CONE PPC BEIGE (HILO);3805;10;false;metro;;0;BASE;false;;
9904196;353;HILAZA NYLON NEGRO (HILAZA CONO CARTON);1.5;10;false;metro;;0;BASE;false;;
9904197;LAMINA POWERNET 20X56 LATEX;LAMINA POWERNET 20X56 LATEX;1;10;false;Unidad;;0;BASE;false;;
9904198;MARQUILLA;MARQUILLA;1;10;false;Unidad;;0;BASE;false;;
9904199;MARQUILLA IMPORTADOR;MARQUILLA IMPORTADOR;1;10;false;Unidad;;0;BASE;false;;
9904200;1012-12;MONICA XS BEIGE;1;10;true;unidad;PP-1012-12;0;BASE;false;Main Workshop;9904188|9904189|9904190|9904191|9904192|9904193|9904194|9904195|9904196|9904197|9904198|9904199
9904201;4A1000020000000U425537;TELA DE PUNTO FRANCINE CO HABANO;0.34;10;false;metro;;0;BASE;false;;
9904202;10525037-1;ELASTICO BASE SILICONA 2L COLOR NEGRO 99-0000 (RESORTE 5 CM );0.78;10;false;metro;;0;BASE;false;;
9904203;GAFETE 3/4 3 X 2;GAFETE 3/4 3 X 2;1;10;false;Unidad;;0;BASE;false;;
9904204;6191500-1;ZETA 1 619 15 mm NIQUEL FRE;4;10;false;Unidad;;0;BASE;false;;
9904205;6141500-1;TENSOR 1 614 15 MM NIQUEL FRE;2;10;false;Unidad;;0;BASE;false;;
9904206;526/16.08270-1;ELASTICO 526/16 BEIGE (TIRA BRASIER - 15 MM);1.36;10;false;metro;;0;BASE;false;;
9904207;51C2120-946VA;NYLTEX 120T24 CONE TXN BEIGE (HILAZA);1.5;10;false;metro;;0;BASE;false;;
9904208;3157080-946VA;EPIC HL80T40 CONE PPC BEIGE (HILO);3805;10;false;metro;;0;BASE;false;;
9904209;353;HILAZA NYLON NEGRO (HILAZA CONO CARTON);1.5;10;false;metro;;0;BASE;false;;
9904210;LAMINA POWERNET 20X56 LATEX;LAMINA POWERNET 20X56 LATEX;1;10;false;Unidad;;0;BASE;false;;
9904211;MARQUILLA;MARQUILLA;1;10;false;Unidad;;0;BASE;false;;
9904212;MARQUILLA IMPORTADOR;MARQUILLA IMPORTADOR;1;10;false;Unidad;;0;BASE;false;;
9904213;1012-13;MONICA S BEIGE;1;10;true;unidad;PP-1012-13;0;BASE;false;Main Workshop;9904201|9904202|9904203|9904204|9904205|9904206|9904207|9904208|9904209|9904210|9904211|9904212
9904214;4A1000020000000U425537;TELA DE PUNTO FRANCINE CO HABANO;0.36;10;false;metro;;0;BASE;false;;
9904215;10525037-1;ELASTICO BASE SILICONA 2L COLOR NEGRO 99-0000 (RESORTE 5 CM );0.8;10;false;metro;;0;BASE;false;;
9904216;GAFETE 3/4 3 X 2;GAFETE 3/4 3 X 2;1;10;false;Unidad;;0;BASE;false;;
9904217;6191500-1;ZETA 1 619 15 mm NIQUEL FRE;4;10;false;Unidad;;0;BASE;false;;
9904218;6141500-1;TENSOR 1 614 15 MM NIQUEL FRE;2;10;false;Unidad;;0;BASE;false;;
9904219;526/16.08270-1;ELASTICO 526/16 BEIGE (TIRA BRASIER - 15 MM);1.36;10;false;metro;;0;BASE;false;;
9904220;51C2120-946VA;NYLTEX 120T24 CONE TXN BEIGE (HILAZA);1.5;10;false;metro;;0;BASE;false;;
9904221;3157080-946VA;EPIC HL80T40 CONE PPC BEIGE (HILO);3805;10;false;metro;;0;BASE;false;;
9904222;353;HILAZA NYLON NEGRO (HILAZA CONO CARTON);1.5;10;false;metro;;0;BASE;false;;
9904223;LAMINA POWERNET 20X56 LATEX;LAMINA POWERNET 20X56 LATEX;1;10;false;Unidad;;0;BASE;false;;
9904224;MARQUILLA;MARQUILLA;1;10;false;Unidad;;0;BASE;false;;
9904225;MARQUILLA IMPORTADOR;MARQUILLA IMPORTADOR;1;10;false;Unidad;;0;BASE;false;;
9904226;1012-14;MONICA M BEIGE;1;10;true;unidad;PP-1012-14;0;BASE;false;Main Workshop;9904214|9904215|9904216|9904217|9904218|9904219|9904220|9904221|9904222|9904223|9904224|9904225
9904227;4A1000020000000U425537;TELA DE PUNTO FRANCINE CO HABANO;0.38;10;false;metro;;0;BASE;false;;
9904228;10525037-1;ELASTICO BASE SILICONA 2L COLOR NEGRO 99-0000 (RESORTE 5 CM );0.84;10;false;metro;;0;BASE;false;;
9904229;GAFETE 3/4 3 X 2;GAFETE 3/4 3 X 2;1;10;false;Unidad;;0;BASE;false;;
9904230;6191500-1;ZETA 1 619 15 mm NIQUEL FRE;4;10;false;Unidad;;0;BASE;false;;
9904231;6141500-1;TENSOR 1 614 15 MM NIQUEL FRE;2;10;false;Unidad;;0;BASE;false;;
9904232;526/16.08270-1;ELASTICO 526/16 BEIGE (TIRA BRASIER - 15 MM);1.36;10;false;metro;;0;BASE;false;;
9904233;51C2120-946VA;NYLTEX 120T24 CONE TXN BEIGE (HILAZA);1.5;10;false;metro;;0;BASE;false;;
9904234;3157080-946VA;EPIC HL80T40 CONE PPC BEIGE (HILO);3805;10;false;metro;;0;BASE;false;;
9904235;353;HILAZA NYLON NEGRO (HILAZA CONO CARTON);1.5;10;false;metro;;0;BASE;false;;
9904236;LAMINA POWERNET 20X56 LATEX;LAMINA POWERNET 20X56 LATEX;1;10;false;Unidad;;0;BASE;false;;
9904237;MARQUILLA;MARQUILLA;1;10;false;Unidad;;0;BASE;false;;
9904238;MARQUILLA IMPORTADOR;MARQUILLA IMPORTADOR;1;10;false;Unidad;;0;BASE;false;;
9904239;1012-15;MONICA L BEIGE;1;10;true;unidad;PP-1012-15;0;BASE;false;Main Workshop;9904227|9904228|9904229|9904230|9904231|9904232|9904233|9904234|9904235|9904236|9904237|9904238
